Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
8.4154e-02 2.7514e+00 4.4607e-03 2.4062e-02 6.1721e-04 3.7355e+00 5.1443e-03 2.2919e-02 5.9360e-04 3.4944e-03 8.4859e-02 1.0000e+00
8.5647e-02 2.5557e+00 4.6060e-03 2.3627e-02 6.4174e-04 3.5084e+00 5.3417e-03 2.5209e-02 6.2305e-04 3.5611e-03 8.6410e-02 1.0000e+00
8.7141e-02 2.3660e+00 4.1828e-03 2.6163e-02 5.9412e-04 3.2181e+00 4.8318e-03 2.0923e-02 5.6830e-04 3.6524e-03 8.7868e-02 1.0000e+00
8.8635e-02 2.1476e+00 3.9106e-03 2.1490e-02 5.5836e-04 2.9656e+00 4.5430e-03 1.9543e-02 5.3807e-04 3.5052e-03 8.9314e-02 1.0000e+00
9.0128e-02 1.9423e+00 3.8407e-03 2.1927e-02 5.5300e-04 2.6227e+00 4.4137e-03 2.4353e-02 5.4137e-04 3.4079e-03 9.0897e-02 1.0000e+00
9.1622e-02 1.7155e+00 3.5040e-03 2.0135e-02 5.1169e-04 2.3488e+00 4.0518e-03 1.9212e-02 4.9097e-04 3.6127e-03 9.2376e-02 1.0000e+00
9.3115e-02 1.4919e+00 3.3369e-03 2.1558e-02 5.0088e-04 2.0288e+00 3.8484e-03 1.9722e-02 4.8200e-04 3.4176e-03 9.3810e-02 1.0000e+00
9.4609e-02 1.3328e+00 3.0614e-03 1.9512e-02 4.6249e-04 1.8165e+00 3.5341e-03 1.8047e-02 4.4978e-04 3.4095e-03 9.5401e-02 1.0000e+00
9.6103e-02 1.1313e+00 2.8035e-03 2.1019e-02 4.4410e-04 1.5363e+00 3.2269e-03 2.0038e-02 4.2996e-04 3.6145e-03 9.6782e-02 1.0000e+00
9.7596e-02 9.6702e-01 2.6321e-03 1.9629e-02 4.2400e-04 1.3309e+00 3.0372e-03 1.9097e-02 4.1791e-04 3.2445e-03 9.8299e-02 1.0000e+00
9.9090e-02 8.3913e-01 2.3439e-03 1.9874e-02 3.9178e-04 1.1433e+00 2.6907e-03 1.6279e-02 3.7680e-04 3.4027e-03 9.9907e-02 1.0000e+00
1.0058e-01 7.0684e-01 2.2179e-03 1.7976e-02 3.8168e-04 9.5821e-01 2.5431e-03 1.6726e-02 3.7372e-04 3.5093e-03 1.0127e-01 1.0000e+00
1.0208e-01 6.0592e-01 2.0597e-03 1.7076e-02 3.6746e-04 8.3521e-01 2.3836e-03 1.5668e-02 3.5282e-04 3.2316e-03 1.0281e-01 1.0000e+00
1.0357e-01 5.0077e-01 1.8546e-03 1.5206e-02 3.4722e-04 7.0198e-01 2.1552e-03 1.7812e-02 3.4168e-04 3.3793e-03 1.0435e-01 1.0000e+00
1.0506e-01 4.3869e-01 1.7171e-03 1.6602e-02 3.3040e-04 5.8643e-01 1.9496e-03 1.5599e-02 3.2422e-04 3.3550e-03 1.0576e-01 1.0000e+00
1.0656e-01 3.7406e-01 1.5871e-03 1.6384e-02 3.2062e-04 5.1469e-01 1.8185e-03 1.5171e-02 3.1549e-04 3.2333e-03 1.0731e-01 1.0000e+00
1.0805e-01 3.1918e-01 1.5139e-03 1.6162e-02 3.2294e-04 4.5860e-01 1.7634e-03 1.6442e-02 3.1236e-04 3.3011e-03 1.0881e-01 1.0000e+00
1.0954e-01 2.9117e-01 1.3956e-03 1.6078e-02 3.0209e-04 3.9737e-01 1.5853e-03 1.6517e-02 3.0368e-04 3.3249e-03 1.1026e-01 1.0000e+00
1.1104e-01 2.5186e-01 1.3318e-03 1.7395e-02 3.0203e-04 3.4838e-01 1.5279e-03 1.5003e-02 2.9390e-04 3.2279e-03 1.1174e-01 1.0000e+00
1.1253e-01 2.2419e-01 1.2368e-03 1.5387e-02 2.8774e-04 3.1270e-01 1.4124e-03 1.7656e-02 2.9038e-04 3.1858e-03 1.1329e-01 1.0000e+00
1.1403e-01 2.1407e-01 1.2222e-03 1.5956e-02 2.9060e-04 2.8526e-01 1.3761e-03 1.4930e-02 2.8369e-04 3.3347e-03 1.1472e-01 1.0000e+00
1.1552e-01 1.9679e-01 1.1501e-03 1.6533e-02 2.7983e-04 2.6621e-01 1.3019e-03 1.4877e-02 2.7839e-04 3.1008e-03 1.1621e-01 1.0000e+00
1.1701e-01 1.8447e-01 1.1306e-03 1.5872e-02 2.7499e-04 2.5658e-01 1.2820e-03 1.5521e-02 2.7981e-04 3.1604e-03 1.1781e-01 1.0000e+00
1.1851e-01 1.7694e-01 1.0783e-03 1.5601e-02 2.6725e-04 2.4575e-01 1.2249e-03 1.7370e-02 2.7034e-04 3.3052e-03 1.1919e-01 1.0000e+00
1.2000e-01 1.7828e-01 1.1205e-03 1.5479e-02 2.7920e-04 2.4839e-01 1.2665e-03 1.7406e-02 2.8323e-04 3.0169e-03 1.2073e-01 1.0000e+00
