Q, UU, DelUU, DU, DelDU, DD, DelDD, UD, DelUD, Q_Unc, Q_mean, Shadow
1.0497e-01 9.9242e-03 3.9505e-04 7.4471e-04 2.6639e-04 1.2727e-02 4.0242e-04 -7.1220e-04 2.8856e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.1591e-02 3.9998e-04 1.0607e-03 2.6775e-04 1.2893e-02 4.0229e-04 -6.1698e-04 2.8850e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.1199e-02 4.1353e-04 3.2464e-04 2.6258e-04 1.3556e-02 4.2433e-04 1.4606e-04 2.8926e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.4557e-02 3.9488e-04 4.7328e-04 2.6009e-04 1.5975e-02 3.9681e-04 8.0304e-04 2.8403e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.3885e-02 4.0596e-04 2.7087e-03 2.4485e-04 1.3252e-02 4.0155e-04 2.4080e-03 2.7263e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.7155e-02 3.9216e-04 2.1044e-03 2.4715e-04 1.6452e-02 3.8619e-04 1.6644e-03 2.7305e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.2805e-02 3.9437e-04 2.2298e-03 2.5152e-04 1.4208e-02 3.9627e-04 1.1365e-03 2.7430e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.2330e-02 3.9084e-04 2.3729e-04 2.5615e-04 1.5424e-02 3.9654e-04 1.3443e-04 2.7915e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.1967e-02 3.8079e-04 1.1762e-03 2.5096e-04 1.3195e-02 3.8530e-04 -9.0171e-04 2.6681e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.4580e-02 4.0129e-04 7.3656e-04 2.5217e-04 1.3467e-02 3.9894e-04 -6.4698e-04 2.7237e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.5341e-02 3.8032e-04 6.0124e-04 2.6756e-04 1.4421e-02 3.7687e-04 -1.2450e-03 2.8455e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.1774e-02 3.8024e-04 1.6724e-03 2.3872e-04 1.2083e-02 3.8105e-04 5.1369e-04 2.5851e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.3051e-02 3.9059e-04 4.9336e-04 2.4478e-04 1.4727e-02 3.9479e-04 -5.3910e-04 2.6484e-04 3.4763e-03 1.2058e-01 1.0000e+00
