Q, Struc, DelStruc, M_Perp, DelM_Perp, M_Parl_NSF, DelM_Parl_NSF, M_Parl_NSFVert, DelM_Parl_NSFVert, M_Parl_SF, DelM_Parl_SF, Q_Unc, Q_mean, Shadow
4.2333e-02 3.0257e-02 9.7668e-04 8.5646e-03 1.0962e-03 1.3360e-03 1.9941e-04 1.0014e-03 1.4949e-04 9.1351e-03 2.2247e-03 3.7482e-03 4.2974e-02 1.0000e+00
4.3586e-02 4.0905e-02 9.2655e-04 7.8012e-03 9.3210e-04 5.8753e-04 9.0095e-05 8.4287e-04 1.2940e-04 1.4637e-02 1.9520e-03 4.1835e-03 4.4131e-02 1.0000e+00
4.4839e-02 3.2136e-02 8.5442e-04 6.7147e-03 8.9553e-04 1.0593e-03 1.3422e-04 9.9438e-04 1.2605e-04 1.9643e-02 1.2378e-03 4.7093e-03 4.5534e-02 1.0000e+00
4.6091e-02 3.1032e-02 9.4643e-04 1.4292e-02 9.4181e-04 2.4077e-04 7.3442e-05 2.6875e-04 8.2003e-05 8.8002e-04 1.1156e-03 5.3431e-03 4.6666e-02 1.0000e+00
4.7344e-02 3.2922e-02 8.3499e-04 1.1597e-03 8.9691e-04 3.8253e-04 7.4757e-05 4.7752e-04 9.3377e-05 9.8042e-03 1.0423e-03 4.4852e-03 4.7930e-02 1.0000e+00
4.8597e-02 3.5895e-02 8.8216e-04 3.2789e-03 9.0262e-04 1.4837e-04 4.5174e-05 1.6069e-04 4.8928e-05 1.2287e-02 1.0208e-03 4.6754e-03 4.9322e-02 1.0000e+00
4.9849e-02 3.2141e-02 8.4603e-04 2.3777e-03 9.5399e-04 2.2455e-04 7.1202e-05 2.2180e-04 7.0346e-05 6.9947e-04 1.0742e-03 4.8271e-03 5.0474e-02 1.0000e+00
5.1102e-02 3.4707e-02 8.0765e-04 2.6744e-03 7.6121e-04 1.3318e-03 1.2608e-04 1.1900e-03 1.1265e-04 8.2864e-03 9.0820e-04 4.5649e-03 5.1790e-02 1.0000e+00
5.2355e-02 3.8840e-02 8.5529e-04 2.4523e-03 8.7813e-04 1.7935e-03 1.5939e-04 1.6873e-03 1.5004e-04 4.4267e-03 9.9333e-04 4.8602e-03 5.2984e-02 1.0000e+00
5.3608e-02 3.3122e-02 8.3937e-04 2.3183e-03 8.9543e-04 1.9456e-03 1.8298e-04 1.7608e-03 1.6572e-04 4.2846e-03 1.0073e-03 4.4619e-03 5.4177e-02 1.0000e+00
5.4860e-02 4.2249e-02 8.2759e-04 8.0501e-03 7.6299e-04 1.7686e-03 1.3988e-04 1.8493e-03 1.4640e-04 1.1843e-03 8.9380e-04 4.5663e-03 5.5501e-02 1.0000e+00
5.6113e-02 4.2808e-02 8.1470e-04 6.8325e-03 7.8934e-04 1.1127e-03 1.3267e-04 1.0337e-03 1.2332e-04 5.3433e-03 9.0592e-04 4.5399e-03 5.6716e-02 1.0000e+00
5.7366e-02 5.9676e-02 8.3596e-04 5.6420e-03 8.2891e-04 1.5951e-03 1.1540e-04 2.2086e-03 1.6010e-04 -3.1866e-04 9.6732e-04 4.3663e-03 5.7991e-02 1.0000e+00
5.8618e-02 6.0137e-02 8.2493e-04 8.5892e-03 7.1743e-04 1.3831e-03 1.0751e-04 1.5225e-03 1.1844e-04 3.1935e-03 8.6140e-04 4.4390e-03 5.9271e-02 1.0000e+00
5.9871e-02 8.2932e-02 7.7155e-04 6.9726e-03 7.9856e-04 2.5000e-03 1.4652e-04 3.1765e-03 1.8659e-04 -1.1786e-03 9.0183e-04 4.4393e-03 6.0513e-02 1.0000e+00
6.1124e-02 8.4796e-02 1.0217e-03 8.0027e-03 7.6366e-04 3.1037e-03 1.4859e-04 3.0526e-03 1.4618e-04 5.7092e-03 8.7509e-04 4.4155e-03 6.1710e-02 1.0000e+00
6.2376e-02 1.1034e-01 8.4670e-04 9.1142e-03 7.5578e-04 2.4529e-03 1.1664e-04 2.9126e-03 1.3866e-04 1.4336e-03 8.7251e-04 4.2553e-03 6.2977e-02 1.0000e+00
6.3629e-02 1.1492e-01 9.2832e-04 1.0257e-02 7.7610e-04 2.6966e-03 1.4345e-04 2.8094e-03 1.4958e-04 3.2676e-03 8.8465e-04 4.3686e-03 6.4232e-02 1.0000e+00
6.4882e-02 1.2869e-01 9.6908e-04 1.9696e-03 7.7992e-04 4.2109e-03 1.5730e-04 4.3976e-03 1.6443e-04 1.4545e-03 8.8560e-04 4.1517e-03 6.5468e-02 1.0000e+00
6.6134e-02 1.4634e-01 9.4956e-04 5.1519e-05 7.5669e-04 4.4088e-03 1.6061e-04 4.4257e-03 1.6137e-04 9.0380e-03 8.6546e-04 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.5460e-01 1.0411e-03 8.7365e-03 8.0238e-04 4.8166e-03 1.7769e-04 4.9531e-03 1.8291e-04 -2.1219e-03 9.0302e-04 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.5760e-01 8.7646e-04 5.4575e-03 6.9104e-04 4.9580e-03 1.5051e-04 5.0165e-03 1.5244e-04 6.5213e-04 8.0406e-04 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.4369e-01 1.0073e-03 7.7956e-03 7.6821e-04 6.7717e-03 2.1196e-04 6.2175e-03 1.9479e-04 -3.3942e-03 8.7648e-04 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.4029e-01 9.4286e-04 9.1770e-03 7.3575e-04 3.9571e-03 1.5675e-04 3.8460e-03 1.5247e-04 -2.0671e-03 8.3118e-04 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.3006e-01 8.9421e-04 8.8962e-03 6.6351e-04 4.7959e-03 1.5269e-04 4.6203e-03 1.4720e-04 -1.1633e-03 7.7717e-04 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 1.1477e-01 8.9432e-04 7.0959e-03 7.7442e-04 4.5149e-03 2.0030e-04 3.9313e-03 1.7456e-04 -1.2199e-03 8.8012e-04 4.3727e-03 7.4234e-02 1.0000e+00
7.4903e-02 1.0152e-01 7.7828e-04 2.0912e-03 7.2515e-04 4.4644e-03 1.5774e-04 4.0045e-03 1.4159e-04 6.4250e-03 8.1508e-04 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 8.4590e-02 8.3158e-04 7.9427e-03 6.5006e-04 2.4822e-03 1.1791e-04 2.2313e-03 1.0600e-04 2.2327e-03 7.5009e-04 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 7.3160e-02 7.3405e-04 6.3917e-03 7.1852e-04 3.7552e-03 1.8791e-04 3.3512e-03 1.6790e-04 8.1037e-03 8.0829e-04 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 5.9536e-02 7.0128e-04 3.9283e-03 6.7481e-04 2.3655e-03 1.2940e-04 2.0288e-03 1.1103e-04 1.0534e-03 7.6886e-04 3.8681e-03 7.9256e-02 1.0000e+00
7.9914e-02 4.4739e-02 7.3110e-04 6.8711e-03 6.4486e-04 2.0308e-03 1.2774e-04 1.7018e-03 1.0703e-04 3.2878e-05 7.4496e-04 3.8524e-03 8.0554e-02 1.0000e+00
8.1167e-02 3.8916e-02 6.8286e-04 3.1223e-03 6.9344e-04 1.5224e-03 1.3212e-04 1.2694e-03 1.1021e-04 2.6899e-03 7.7992e-04 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.6262e-02 6.5282e-04 3.5451e-03 6.5209e-04 6.4585e-04 6.9553e-05 6.0212e-04 6.4849e-05 -1.0288e-03 7.4333e-04 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.8201e-02 6.2072e-04 6.4593e-03 6.3358e-04 2.0574e-03 1.4464e-04 1.8857e-03 1.3266e-04 8.0213e-05 7.2543e-04 3.7028e-03 8.4312e-02 1.0000e+00
8.4925e-02 2.6682e-02 5.8264e-04 -1.3823e-03 6.9973e-04 5.6013e-04 8.2353e-05 6.2187e-04 9.1515e-05 -1.7627e-03 7.8655e-04 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 2.4351e-02 5.8255e-04 3.6700e-03 6.3804e-04 5.4098e-04 6.7217e-05 5.8986e-04 7.3325e-05 -1.4778e-03 7.2648e-04 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 2.3801e-02 5.4087e-04 3.5389e-03 6.4986e-04 4.0151e-04 6.2552e-05 4.9890e-04 7.7799e-05 4.4184e-04 7.3510e-04 3.6218e-03 8.8088e-02 1.0000e+00
8.8683e-02 1.7937e-02 5.7532e-04 7.1617e-03 6.8043e-04 5.7330e-04 9.3361e-05 6.2840e-04 1.0245e-04 3.2988e-03 7.5802e-04 3.8889e-03 8.9304e-02 1.0000e+00
8.9935e-02 1.1038e-02 5.4905e-04 4.6401e-04 5.9940e-04 9.9725e-05 4.1571e-05 8.7607e-05 3.6519e-05 -2.7779e-03 6.8443e-04 3.6636e-03 9.0563e-02 1.0000e+00
9.1188e-02 5.1026e-03 5.6353e-04 6.2416e-03 6.3783e-04 2.1642e-03 3.3499e-04 7.9845e-04 1.2205e-04 2.1208e-03 7.1289e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 1.1200e-02 5.6881e-04 -6.8764e-04 6.6021e-04 6.3339e-05 3.6747e-05 1.0342e-04 6.0042e-05 6.9374e-04 7.4742e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 1.0727e-02 5.3889e-04 5.0235e-03 6.2248e-04 3.4203e-04 7.5266e-05 3.8622e-04 8.5066e-05 -2.2332e-03 6.9852e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 3.3009e-03 5.5367e-04 4.8617e-03 6.6728e-04 2.8759e-06 1.4166e-05 9.5785e-07 4.7181e-06 1.2919e-03 7.3970e-04 3.8275e-03 9.5497e-02 1.0000e+00
9.6199e-02 9.7226e-03 5.3420e-04 1.1843e-03 6.2928e-04 4.4924e-05 3.0259e-05 4.5474e-05 3.0632e-05 -3.7232e-03 7.1646e-04 3.4299e-03 9.6762e-02 1.0000e+00
9.7452e-02 1.1206e-02 5.2945e-04 1.6685e-03 6.3590e-04 5.4786e-04 9.4332e-05 6.9778e-04 1.2046e-04 5.3459e-03 7.1097e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 7.2134e-03 5.2958e-04 1.9589e-03 6.5363e-04 3.4748e-04 9.9236e-05 2.3141e-04 6.6040e-05 3.3898e-03 7.2314e-04 3.5620e-03 9.9305e-02 1.0000e+00
9.9957e-02 5.7840e-03 5.1515e-04 2.0611e-03 6.0595e-04 5.6250e-04 1.3314e-04 3.7109e-04 8.7677e-05 4.3359e-03 6.9095e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 9.1555e-03 5.4535e-04 7.8842e-03 6.1993e-04 3.1770e-04 7.9317e-05 2.4412e-04 6.0918e-05 -1.2048e-03 6.9788e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 9.3479e-03 5.1540e-04 5.9917e-03 6.3213e-04 1.0378e-03 1.6120e-04 9.4320e-04 1.4676e-04 3.9494e-03 7.0117e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.3598e-02 5.1984e-04 4.3743e-03 6.0609e-04 2.9250e-04 5.8961e-05 2.1285e-04 4.2887e-05 -2.3105e-03 6.9541e-04 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.1228e-02 5.2227e-04 -4.8791e-04 6.2472e-04 5.2776e-04 9.5745e-05 5.1577e-04 9.3638e-05 -6.8841e-04 6.9852e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.5974e-02 4.9327e-04 5.2628e-03 6.5207e-04 4.4438e-05 2.4824e-05 5.6620e-05 3.1635e-05 -2.5398e-03 7.2010e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.0859e-02 5.1665e-04 2.1232e-03 5.8472e-04 5.0664e-04 9.1706e-05 6.7825e-04 1.2314e-04 2.8219e-03 6.6766e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.6022e-02 4.9524e-04 2.9872e-03 6.0467e-04 8.1378e-06 9.5574e-06 8.9898e-06 1.0558e-05 1.3321e-03 6.7743e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.3444e-02 5.2181e-04 1.0641e-02 6.3451e-04 2.7190e-04 6.4561e-05 3.5107e-04 8.3464e-05 4.3766e-03 6.9930e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.2477e-02 5.0130e-04 6.3286e-03 5.7066e-04 9.2684e-04 1.1038e-04 6.0595e-04 7.2050e-05 3.0860e-03 6.4907e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.7911e-02 5.0243e-04 3.7775e-03 5.9966e-04 3.7313e-04 6.7350e-05 4.2035e-04 7.5941e-05 1.3576e-03 6.6845e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.3946e-02 5.1239e-04 2.7902e-03 6.1302e-04 1.9455e-04 5.0773e-05 1.6761e-04 4.3744e-05 2.8509e-04 6.8202e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.6429e-02 4.9333e-04 6.7280e-05 5.7108e-04 1.2681e-04 3.4546e-05 1.9502e-04 5.3166e-05 5.0152e-03 6.4067e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.6505e-02 5.1412e-04 1.5506e-03 6.1739e-04 6.3378e-04 9.6430e-05 7.0596e-04 1.0759e-04 2.4648e-03 6.8117e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.2864e-02 4.9847e-04 4.9835e-04 6.0889e-04 1.3333e-03 1.3315e-04 1.0715e-03 1.0695e-04 1.6032e-03 6.7882e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.2261e-02 4.7552e-04 1.2596e-03 5.4776e-04 4.4700e-04 7.8642e-05 4.2504e-04 7.4818e-05 3.1149e-03 6.2129e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.4244e-02 4.6263e-04 3.6465e-03 5.9703e-04 5.1106e-04 8.8022e-05 7.7608e-04 1.3421e-04 -8.0452e-04 6.6619e-04 3.4763e-03 1.2058e-01 1.0000e+00
