Q, Struc, DelStruc, M_Parl_Div, DelM_Parl_Div, M_Parl_Sub, DelM_Parl_Sub, Q_Unc, Q_mean, Shadow
2.7301e-02 9.3933e-02 8.8570e-03 3.4712e-04 3.8080e-04 -6.6192e-03 1.0086e-02 1.2314e-03 2.7918e-02 1.0000e+00
2.8554e-02 9.4921e-02 2.8876e-03 3.5093e-05 3.9261e-05 -1.2796e-02 5.4517e-03 1.3333e-03 2.9147e-02 1.0000e+00
2.9806e-02 7.8701e-02 2.8139e-03 8.8438e-10 2.1092e-07 1.9591e-03 5.2068e-03 1.4694e-03 3.0438e-02 1.0000e+00
3.1059e-02 7.2392e-02 3.0128e-03 5.9739e-05 6.1201e-05 -6.4387e-04 5.1578e-03 1.4614e-03 3.1680e-02 1.0000e+00
3.2312e-02 6.6164e-02 2.7297e-03 1.1015e-04 7.8764e-05 6.7305e-03 4.8576e-03 1.5279e-03 3.2935e-02 1.0000e+00
3.3565e-02 6.4403e-02 2.8901e-03 9.5989e-06 2.4949e-05 -7.3973e-03 4.8173e-03 1.5410e-03 3.4186e-02 1.0000e+00
3.4817e-02 5.6527e-02 2.4802e-03 3.5656e-06 1.3929e-05 5.9457e-03 4.4952e-03 1.5755e-03 3.5423e-02 1.0000e+00
3.6070e-02 5.8006e-02 2.2964e-03 1.8404e-05 2.8924e-05 -1.1658e-03 4.4018e-03 1.5904e-03 3.6683e-02 1.0000e+00
3.7323e-02 5.6804e-02 2.4619e-03 1.2653e-05 2.5982e-05 -7.3663e-03 5.9209e-03 1.9506e-03 3.7900e-02 1.0000e+00
3.8575e-02 5.1070e-02 2.0696e-03 9.6609e-07 6.3650e-06 -1.0475e-02 1.1577e-02 2.2738e-03 3.9186e-02 1.0000e+00
3.9828e-02 4.7049e-02 2.4383e-03 2.6099e-06 1.2841e-05 2.9592e-03 3.8033e-03 2.6458e-03 4.0408e-02 1.0000e+00
4.1081e-02 4.6621e-02 2.0747e-03 9.4718e-06 2.0911e-05 -1.5922e-03 3.3134e-03 3.1056e-03 4.1723e-02 1.0000e+00
4.2333e-02 4.6400e-02 2.1461e-03 2.2192e-05 3.3189e-05 -1.6514e-03 3.9135e-03 3.6859e-03 4.2967e-02 1.0000e+00
4.3586e-02 4.2084e-02 2.1546e-03 1.9954e-06 1.0491e-05 -2.9515e-05 3.2564e-03 4.2071e-03 4.4124e-02 1.0000e+00
4.4839e-02 4.4029e-02 1.8798e-03 1.7240e-06 8.3176e-06 -5.4793e-03 3.0060e-03 4.6567e-03 4.5528e-02 1.0000e+00
4.6091e-02 3.9121e-02 2.2276e-03 8.1436e-06 2.2727e-05 -2.7691e-03 3.6139e-03 5.3431e-03 4.6669e-02 1.0000e+00
4.7344e-02 4.1631e-02 1.7636e-03 6.9745e-07 5.1042e-06 -6.6978e-04 2.8294e-03 4.4852e-03 4.7932e-02 1.0000e+00
4.8597e-02 4.1157e-02 2.0555e-03 9.5736e-06 2.2168e-05 -3.8121e-03 3.0745e-03 4.6754e-03 4.9324e-02 1.0000e+00
4.9849e-02 3.9145e-02 1.8706e-03 3.1848e-05 3.7730e-05 1.2486e-03 3.2858e-03 4.8271e-03 5.0477e-02 1.0000e+00
5.1102e-02 3.4269e-02 1.8411e-03 5.8013e-05 5.3569e-05 5.8297e-03 2.7410e-03 4.6196e-03 5.1779e-02 1.0000e+00
5.2355e-02 3.9968e-02 1.9321e-03 1.1193e-05 2.2863e-05 -7.2346e-04 3.0607e-03 4.7966e-03 5.2970e-02 1.0000e+00
5.3608e-02 4.0887e-02 1.7793e-03 9.0083e-07 5.9057e-06 -3.6223e-03 2.8953e-03 4.4619e-03 5.4180e-02 1.0000e+00
5.4860e-02 4.0888e-02 1.8870e-03 6.5630e-07 5.3458e-06 8.6401e-04 2.8208e-03 4.5663e-03 5.5504e-02 1.0000e+00
5.6113e-02 4.5286e-02 1.6949e-03 6.0088e-05 4.3658e-05 -1.5820e-03 3.0622e-03 4.5399e-03 5.6719e-02 1.0000e+00
5.7366e-02 4.9184e-02 1.8556e-03 3.6857e-06 1.1358e-05 -1.8338e-03 2.8085e-03 4.3663e-03 5.7993e-02 1.0000e+00
5.8618e-02 5.8120e-02 1.8625e-03 2.0694e-07 2.4851e-06 -6.9645e-03 2.9003e-03 4.4390e-03 5.9273e-02 1.0000e+00
5.9871e-02 6.3947e-02 1.7816e-03 2.0971e-05 2.2815e-05 -1.1641e-02 3.0957e-03 4.4393e-03 6.0516e-02 1.0000e+00
6.1124e-02 7.4113e-02 2.2639e-03 3.7813e-06 1.1435e-05 -5.1576e-03 3.2722e-03 4.4400e-03 6.1705e-02 1.0000e+00
6.2376e-02 8.2439e-02 1.8965e-03 8.8434e-07 4.3923e-06 -6.7481e-03 3.0616e-03 4.2337e-03 6.2973e-02 1.0000e+00
6.3629e-02 9.2386e-02 2.1084e-03 8.3688e-07 4.4871e-06 1.9008e-03 3.6400e-03 4.3686e-03 6.4235e-02 1.0000e+00
6.4882e-02 1.0684e-01 2.1563e-03 3.5156e-07 2.7657e-06 -8.5768e-03 3.3586e-03 4.1517e-03 6.5470e-02 1.0000e+00
6.6134e-02 1.1526e-01 2.0520e-03 1.8385e-05 1.8326e-05 -3.5788e-04 3.5270e-03 4.1522e-03 6.6830e-02 1.0000e+00
6.7387e-02 1.1427e-01 2.3215e-03 2.8552e-06 8.2054e-06 2.6848e-03 3.9745e-03 4.4424e-03 6.7985e-02 1.0000e+00
6.8640e-02 1.1745e-01 2.0604e-03 5.6348e-07 3.1912e-06 6.0323e-03 3.3842e-03 3.8968e-03 6.9279e-02 1.0000e+00
6.9892e-02 1.1744e-01 2.2489e-03 6.9585e-07 3.8709e-06 9.2587e-03 3.7534e-03 4.4685e-03 7.0573e-02 1.0000e+00
7.1145e-02 1.0897e-01 1.9907e-03 1.6230e-07 1.7179e-06 1.4561e-02 3.5522e-03 4.0197e-03 7.1683e-02 1.0000e+00
7.2398e-02 1.0455e-01 1.9606e-03 1.2951e-07 1.5430e-06 3.1525e-03 3.1570e-03 3.9493e-03 7.3068e-02 1.0000e+00
7.3651e-02 9.7609e-02 2.0579e-03 7.5803e-06 1.2823e-05 6.4744e-03 3.7889e-03 4.3964e-03 7.4230e-02 1.0000e+00
7.4903e-02 8.3440e-02 1.7323e-03 2.1959e-06 6.2839e-06 1.0431e-02 2.9065e-03 3.7575e-03 7.5479e-02 1.0000e+00
7.6156e-02 7.2537e-02 1.8816e-03 1.2078e-06 5.4292e-06 2.7600e-03 2.8905e-03 4.0405e-03 7.6844e-02 1.0000e+00
7.7409e-02 5.9653e-02 1.6039e-03 4.5293e-06 9.8826e-06 6.7582e-03 2.9960e-03 4.0975e-03 7.7992e-02 1.0000e+00
7.8661e-02 5.2509e-02 1.4964e-03 7.3095e-06 1.2484e-05 1.5606e-03 2.4601e-03 3.8681e-03 7.9258e-02 1.0000e+00
7.9914e-02 4.2128e-02 1.4972e-03 8.5363e-06 1.5070e-05 4.1476e-03 2.3644e-03 3.8686e-03 8.0551e-02 1.0000e+00
8.1167e-02 3.5973e-02 1.3225e-03 1.0455e-06 5.0415e-06 -8.7376e-04 2.4242e-03 3.9355e-03 8.1799e-02 1.0000e+00
8.2419e-02 3.2854e-02 1.4210e-03 8.2283e-07 5.0287e-06 -2.6564e-03 2.1633e-03 3.9195e-03 8.3035e-02 1.0000e+00
8.3672e-02 2.5240e-02 1.2409e-03 4.1629e-05 3.5638e-05 2.0218e-03 2.0320e-03 3.7028e-03 8.4315e-02 1.0000e+00
8.4925e-02 2.2096e-02 1.2061e-03 3.4506e-06 1.0658e-05 1.9101e-03 2.1090e-03 3.9721e-03 8.5565e-02 1.0000e+00
8.6177e-02 1.4957e-02 1.1805e-03 1.6806e-06 8.8484e-06 -2.3544e-03 1.8296e-03 3.8080e-03 8.6746e-02 1.0000e+00
8.7430e-02 1.5419e-02 1.1365e-03 1.6721e-08 8.3689e-07 -1.9433e-03 1.8503e-03 3.6487e-03 8.8082e-02 1.0000e+00
8.8683e-02 1.3853e-02 1.1534e-03 1.1864e-05 2.3869e-05 -2.2318e-03 1.8465e-03 3.8725e-03 8.9291e-02 1.0000e+00
8.9935e-02 1.0712e-02 1.0454e-03 3.3417e-07 4.1288e-06 -7.1197e-04 1.6565e-03 3.6636e-03 9.0556e-02 1.0000e+00
9.1188e-02 1.3743e-02 1.0509e-03 7.7683e-07 5.5867e-06 -1.6719e-03 1.7052e-03 3.7204e-03 9.1853e-02 1.0000e+00
9.2441e-02 9.9241e-03 1.0664e-03 2.1277e-05 3.4921e-05 1.9516e-03 1.6683e-03 3.8110e-03 9.2990e-02 1.0000e+00
9.3694e-02 9.5305e-03 1.0215e-03 1.2114e-05 2.5754e-05 -2.1340e-03 1.5869e-03 3.5855e-03 9.4305e-02 1.0000e+00
9.4946e-02 6.4687e-03 1.0339e-03 6.9932e-08 2.4037e-06 2.3581e-03 1.7326e-03 3.8275e-03 9.5489e-02 1.0000e+00
9.6199e-02 7.7340e-03 9.8909e-04 6.0449e-06 1.9554e-05 -3.5315e-04 1.6093e-03 3.4186e-03 9.6761e-02 1.0000e+00
9.7452e-02 8.2318e-03 1.0492e-03 3.3335e-06 1.4930e-05 5.2485e-04 1.6183e-03 3.6537e-03 9.8123e-02 1.0000e+00
9.8704e-02 1.0776e-02 9.4924e-04 1.0374e-08 6.5857e-07 -4.7196e-03 1.6893e-03 3.5747e-03 9.9303e-02 1.0000e+00
9.9957e-02 8.2132e-03 1.0186e-03 8.8278e-06 2.3616e-05 1.5165e-03 1.5827e-03 3.4896e-03 1.0062e-01 1.0000e+00
1.0121e-01 8.2775e-03 1.0362e-03 2.3457e-05 3.9012e-05 3.0977e-03 1.6190e-03 3.7699e-03 1.0183e-01 1.0000e+00
1.0246e-01 8.1350e-03 9.9697e-04 1.3969e-06 9.2381e-06 2.1878e-03 1.6523e-03 3.3991e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.1334e-02 1.0232e-03 2.1515e-06 9.9688e-06 -1.1490e-03 1.5480e-03 3.5778e-03 1.0434e-01 1.0000e+00
1.0497e-01 1.0069e-02 9.9909e-04 1.0406e-05 2.2714e-05 -7.1857e-04 1.6067e-03 3.4454e-03 1.0559e-01 1.0000e+00
1.0622e-01 1.1142e-02 9.5999e-04 5.9116e-05 4.9462e-05 -8.0109e-05 1.6567e-03 3.4459e-03 1.0686e-01 1.0000e+00
1.0747e-01 9.9577e-03 1.0060e-03 3.1640e-05 4.0106e-05 -1.6562e-04 1.5457e-03 3.4935e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.3677e-02 9.6041e-04 5.3342e-07 4.2411e-06 -1.7509e-03 1.6047e-03 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.0417e-02 1.0295e-03 4.9744e-06 1.5908e-05 4.9120e-04 1.6518e-03 3.4828e-03 1.1059e-01 1.0000e+00
1.1123e-01 1.1465e-02 9.9373e-04 1.1403e-05 2.2162e-05 6.3533e-05 1.5466e-03 3.3716e-03 1.1185e-01 1.0000e+00
1.1248e-01 1.0485e-02 9.9436e-04 5.5246e-05 5.1055e-05 3.1953e-03 1.7159e-03 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.4194e-02 9.9202e-04 3.0345e-08 1.0256e-06 -1.2108e-03 1.5807e-03 3.3207e-03 1.1427e-01 1.0000e+00
1.1499e-01 1.1065e-02 9.5961e-04 1.4628e-05 2.4673e-05 7.3712e-04 1.5052e-03 3.2428e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.0891e-02 1.0163e-03 2.4483e-08 1.0774e-06 1.6707e-03 1.7846e-03 3.5587e-03 1.1686e-01 1.0000e+00
1.1749e-01 1.1465e-02 9.7561e-04 2.0587e-05 2.9236e-05 2.7705e-03 1.5411e-03 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.0295e-02 9.5460e-04 1.5247e-05 2.5979e-05 3.1923e-03 1.5120e-03 3.2834e-03 1.1944e-01 1.0000e+00
1.2000e-01 1.1100e-02 9.5252e-04 1.3963e-06 7.5544e-06 -4.8823e-04 1.6308e-03 3.4881e-03 1.2058e-01 1.0000e+00
