Q, Struc, DelStruc, M_Perp, DelM_Perp, M_Parl_NSF, DelM_Parl_NSF, M_Parl_NSFVert, DelM_Parl_NSFVert, M_Parl_SF, DelM_Parl_SF, Q_Unc, Q_mean, Shadow
4.1081e-02 2.7200e-02 9.6018e-04 3.7806e-02 9.6537e-04 5.3566e-06 1.0412e-05 3.7111e-06 7.2137e-06 5.4346e-02 1.8068e-03 3.0617e-03 4.1720e-02 1.0000e+00
4.2333e-02 2.5026e-02 9.8428e-04 3.8210e-02 1.1253e-03 7.9810e-04 1.7981e-04 4.2959e-04 9.6749e-05 4.1645e-02 2.1474e-03 3.7858e-03 4.2976e-02 1.0000e+00
4.3586e-02 3.5436e-02 9.4025e-04 3.6647e-02 9.6103e-04 4.4976e-06 8.9758e-06 4.0965e-06 8.1755e-06 1.5698e-02 1.7503e-03 4.1835e-03 4.4128e-02 1.0000e+00
4.4839e-02 2.9461e-02 8.6726e-04 2.8961e-02 9.0185e-04 3.9869e-05 2.8460e-05 3.0006e-05 2.1419e-05 4.5814e-02 1.1693e-03 4.7093e-03 4.5534e-02 1.0000e+00
4.6091e-02 2.3823e-02 9.6105e-04 3.7606e-02 9.5536e-04 6.0597e-05 4.7399e-05 3.2698e-05 2.5575e-05 2.1504e-02 1.1335e-03 5.3431e-03 4.6666e-02 1.0000e+00
4.7344e-02 3.4234e-02 8.6016e-04 1.8646e-02 8.8721e-04 1.9591e-04 5.3800e-05 2.5516e-04 7.0096e-05 2.2947e-02 1.0248e-03 4.4852e-03 4.7929e-02 1.0000e+00
4.8597e-02 3.5848e-02 9.1700e-04 2.1574e-02 9.0033e-04 3.4494e-06 7.4971e-06 2.9206e-06 6.3476e-06 2.2397e-02 1.0106e-03 4.6754e-03 4.9322e-02 1.0000e+00
4.9849e-02 3.1255e-02 8.6851e-04 1.8123e-02 9.4022e-04 9.2081e-06 1.5225e-05 8.1241e-06 1.3433e-05 1.6923e-02 1.0674e-03 4.8271e-03 5.0474e-02 1.0000e+00
5.1102e-02 3.7587e-02 8.3758e-04 1.9931e-02 7.5957e-04 8.9718e-05 3.1558e-05 9.2632e-05 3.2585e-05 2.1896e-02 8.9770e-04 4.5649e-03 5.1790e-02 1.0000e+00
5.2355e-02 4.2664e-02 9.1597e-04 1.9079e-02 8.6750e-04 6.0083e-06 8.8063e-06 6.4537e-06 9.4591e-06 1.6225e-02 9.7616e-04 4.8602e-03 5.2983e-02 1.0000e+00
5.3608e-02 3.5248e-02 8.6490e-04 1.4465e-02 8.7606e-04 4.3835e-05 2.6973e-05 4.1404e-05 2.5477e-05 1.7238e-02 9.8353e-04 4.4619e-03 5.4177e-02 1.0000e+00
5.4860e-02 4.1705e-02 8.5714e-04 1.5999e-02 7.2020e-04 1.4930e-06 4.1628e-06 1.4762e-06 4.1160e-06 1.3418e-02 8.5530e-04 4.5663e-03 5.5501e-02 1.0000e+00
5.6113e-02 4.3161e-02 8.3889e-04 1.8735e-02 7.7283e-04 4.7621e-04 8.6710e-05 4.8220e-04 8.7831e-05 1.8933e-02 8.8537e-04 4.5399e-03 5.6715e-02 1.0000e+00
5.7366e-02 5.5224e-02 8.5396e-04 1.1978e-02 7.8835e-04 1.6822e-05 1.2512e-05 2.0455e-05 1.5214e-05 4.6563e-03 9.1521e-04 4.3663e-03 5.7990e-02 1.0000e+00
5.8618e-02 5.7567e-02 8.4759e-04 1.6635e-02 6.8620e-04 1.1737e-05 1.0569e-05 1.1050e-05 9.9504e-06 9.9606e-03 8.2112e-04 4.4390e-03 5.9271e-02 1.0000e+00
5.9871e-02 8.2753e-02 7.9857e-04 9.7582e-03 7.2840e-04 4.4028e-05 1.9021e-05 6.1567e-05 2.6600e-05 6.4926e-03 8.3182e-04 4.4393e-03 6.0513e-02 1.0000e+00
6.1124e-02 7.3332e-02 1.0329e-03 1.2669e-02 7.0870e-04 2.3079e-04 4.2164e-05 2.2415e-04 4.0951e-05 5.5661e-03 8.0568e-04 4.4155e-03 6.1709e-02 1.0000e+00
6.2376e-02 1.0408e-01 8.7206e-04 1.1228e-02 7.1314e-04 9.3618e-07 2.3915e-06 1.0079e-06 2.5747e-06 3.6747e-03 8.1729e-04 4.2553e-03 6.2977e-02 1.0000e+00
6.3629e-02 1.1077e-01 9.5833e-04 1.1578e-02 7.0506e-04 4.5976e-04 5.7900e-05 5.4290e-04 6.8386e-05 1.4745e-03 8.0465e-04 4.3686e-03 6.4232e-02 1.0000e+00
6.4882e-02 1.2016e-01 9.9113e-04 4.3487e-03 7.3303e-04 1.9310e-04 3.3481e-05 2.1832e-04 3.7856e-05 4.1565e-03 8.2883e-04 4.1517e-03 6.5467e-02 1.0000e+00
6.6134e-02 1.2937e-01 9.5620e-04 3.5447e-03 7.2563e-04 3.7385e-05 1.5433e-05 3.5475e-05 1.4644e-05 2.3153e-03 8.1285e-04 4.1522e-03 6.6827e-02 1.0000e+00
6.7387e-02 1.4493e-01 1.0641e-03 7.4543e-03 7.2822e-04 1.7628e-04 3.4509e-05 1.7909e-04 3.5060e-05 1.1454e-03 8.2499e-04 4.4424e-03 6.7982e-02 1.0000e+00
6.8640e-02 1.4921e-01 9.0406e-04 4.1075e-03 6.4245e-04 6.4857e-05 1.7398e-05 6.5112e-05 1.7466e-05 1.5951e-03 7.4497e-04 3.8968e-03 6.9276e-02 1.0000e+00
6.9892e-02 1.3448e-01 1.0312e-03 3.4447e-03 6.7871e-04 1.2892e-04 2.9072e-05 1.2337e-04 2.7820e-05 -3.4585e-03 7.7911e-04 4.4685e-03 7.0570e-02 1.0000e+00
7.1145e-02 1.2548e-01 9.5465e-04 8.9822e-03 6.8374e-04 1.8779e-04 3.5613e-05 1.7375e-04 3.2951e-05 -2.6563e-03 7.7125e-04 4.0197e-03 7.1680e-02 1.0000e+00
7.2398e-02 1.2264e-01 9.1764e-04 3.6493e-03 6.0010e-04 8.9317e-05 2.0888e-05 8.8127e-05 2.0609e-05 -3.8298e-03 7.0189e-04 3.9493e-03 7.3065e-02 1.0000e+00
7.3651e-02 1.0951e-01 9.2296e-04 4.0365e-03 6.8802e-04 1.2820e-04 3.2897e-05 1.2290e-04 3.1539e-05 -5.8947e-03 7.8428e-04 4.3727e-03 7.4233e-02 1.0000e+00
7.4903e-02 9.3203e-02 7.9162e-04 -1.9353e-03 6.7670e-04 1.3939e-04 2.8709e-05 1.2062e-04 2.4844e-05 8.8211e-03 7.5810e-04 3.7725e-03 7.5480e-02 1.0000e+00
7.6156e-02 8.1531e-02 8.5987e-04 7.7668e-03 5.9132e-04 3.4706e-04 4.5131e-05 3.0760e-04 4.0000e-05 -1.1932e-04 6.7965e-04 4.0405e-03 7.6841e-02 1.0000e+00
7.7409e-02 7.0532e-02 7.5472e-04 4.9130e-03 6.4901e-04 3.2896e-05 1.7457e-05 3.1011e-05 1.6457e-05 5.6146e-03 7.2710e-04 4.0974e-03 7.7988e-02 1.0000e+00
7.8661e-02 6.0115e-02 7.2681e-04 4.4129e-03 6.3240e-04 1.1133e-05 8.8305e-06 9.9969e-06 7.9295e-06 2.1270e-03 7.1657e-04 3.8681e-03 7.9255e-02 1.0000e+00
7.9914e-02 4.4728e-02 7.5895e-04 5.8038e-03 5.8823e-04 1.5782e-04 3.5019e-05 1.4928e-04 3.3125e-05 -3.8443e-03 6.7725e-04 3.8524e-03 8.0553e-02 1.0000e+00
8.1167e-02 3.5311e-02 6.9394e-04 2.3932e-03 6.2889e-04 1.0972e-04 3.7895e-05 8.2166e-05 2.8378e-05 -3.3861e-04 7.0478e-04 3.9528e-03 8.1801e-02 1.0000e+00
8.2419e-02 3.7270e-02 6.8130e-04 5.8052e-03 6.0989e-04 6.9571e-05 2.2539e-05 7.3786e-05 2.3905e-05 -8.9268e-05 6.9323e-04 3.9195e-03 8.3032e-02 1.0000e+00
8.3672e-02 2.6759e-02 6.3383e-04 4.3482e-03 5.7984e-04 1.8076e-04 4.3039e-05 1.8268e-04 4.3502e-05 -7.1935e-05 6.6368e-04 3.7028e-03 8.4311e-02 1.0000e+00
8.4925e-02 2.7753e-02 6.0271e-04 1.6720e-03 6.6747e-04 1.5261e-09 1.3560e-07 1.8177e-09 1.6152e-07 -4.9568e-03 7.4087e-04 3.9721e-03 8.5562e-02 1.0000e+00
8.6177e-02 2.0793e-02 5.8749e-04 2.8152e-03 5.8278e-04 3.9307e-05 2.0041e-05 3.5900e-05 1.8304e-05 -2.5675e-03 6.6114e-04 3.8080e-03 8.6743e-02 1.0000e+00
8.7430e-02 1.9694e-02 5.4273e-04 2.9858e-03 5.9668e-04 6.3233e-05 2.7849e-05 6.7511e-05 2.9736e-05 1.0172e-03 6.7517e-04 3.6218e-03 8.8087e-02 1.0000e+00
8.8683e-02 1.7063e-02 5.9244e-04 5.9329e-03 6.1802e-04 3.2294e-06 7.3992e-06 3.1041e-06 7.1120e-06 5.7809e-04 6.8505e-04 3.8889e-03 8.9303e-02 1.0000e+00
8.9935e-02 1.0523e-02 5.6100e-04 2.8863e-03 5.6783e-04 8.5153e-06 1.2620e-05 9.3806e-06 1.3903e-05 1.6755e-03 6.4820e-04 3.6636e-03 9.0562e-02 1.0000e+00
9.1188e-02 6.0551e-03 5.7985e-04 5.9356e-03 5.7732e-04 8.2377e-04 1.7967e-04 8.8336e-04 1.9337e-04 2.7298e-03 6.4671e-04 3.7205e-03 9.1860e-02 1.0000e+00
9.2441e-02 7.7175e-03 5.7140e-04 1.8211e-03 6.2280e-04 7.4971e-06 1.5795e-05 6.2940e-06 1.3261e-05 4.3898e-04 6.9776e-04 3.8266e-03 9.2991e-02 1.0000e+00
9.3694e-02 1.0905e-02 5.5134e-04 3.7198e-03 5.6639e-04 1.4763e-04 5.1588e-05 1.3429e-04 4.6928e-05 -2.2796e-03 6.3415e-04 3.5726e-03 9.4306e-02 1.0000e+00
9.4946e-02 3.9794e-03 5.6981e-04 3.0503e-03 5.8868e-04 1.4297e-03 2.8888e-04 1.3892e-03 2.8204e-04 3.6390e-03 6.5847e-04 3.8275e-03 9.5496e-02 1.0000e+00
9.6199e-02 8.4946e-03 5.4228e-04 1.4688e-03 5.8974e-04 8.5669e-06 1.4772e-05 5.6562e-06 9.7530e-06 -5.5952e-03 6.6691e-04 3.4299e-03 9.6761e-02 1.0000e+00
9.7452e-02 1.0662e-02 5.4162e-04 2.4816e-04 5.7810e-04 1.3381e-07 1.5390e-06 1.6380e-07 1.8839e-06 4.1032e-03 6.4392e-04 3.6537e-03 9.8120e-02 1.0000e+00
9.8704e-02 7.1778e-03 5.4009e-04 1.9304e-03 6.0456e-04 2.1784e-07 2.7282e-06 8.8154e-08 1.1040e-06 2.4479e-03 6.6662e-04 3.5620e-03 9.9304e-02 1.0000e+00
9.9957e-02 8.3243e-03 5.3548e-04 4.6670e-03 5.7800e-04 2.8671e-06 8.0726e-06 2.4445e-06 6.8828e-06 2.2589e-03 6.5033e-04 3.4661e-03 1.0064e-01 1.0000e+00
1.0121e-01 7.3522e-03 5.5678e-04 3.2758e-03 5.4378e-04 3.9866e-05 3.2751e-05 2.2109e-05 1.8161e-05 1.0058e-03 6.1720e-04 3.8156e-03 1.0185e-01 1.0000e+00
1.0246e-01 1.1175e-02 5.2963e-04 3.5503e-03 5.7195e-04 1.5932e-04 5.8822e-05 1.7395e-04 6.4259e-05 1.2775e-03 6.3282e-04 3.3882e-03 1.0304e-01 1.0000e+00
1.0372e-01 1.3009e-02 5.3336e-04 3.3747e-03 5.5255e-04 4.7860e-05 2.4403e-05 3.9201e-05 1.9987e-05 -5.4254e-03 6.3107e-04 3.5907e-03 1.0434e-01 1.0000e+00
1.0497e-01 9.7617e-03 5.3080e-04 -1.2003e-03 5.7718e-04 1.7585e-04 6.0187e-05 1.7229e-04 5.8987e-05 1.3230e-04 6.4407e-04 3.4454e-03 1.0558e-01 1.0000e+00
1.0622e-01 1.5607e-02 5.0555e-04 1.5881e-03 5.8969e-04 9.9820e-06 1.2064e-05 1.4452e-05 1.7466e-05 -7.4223e-04 6.5333e-04 3.4345e-03 1.0686e-01 1.0000e+00
1.0747e-01 1.2151e-02 5.3744e-04 2.9820e-04 5.3447e-04 4.1799e-04 8.2055e-05 4.7656e-04 9.3665e-05 2.7035e-03 6.0798e-04 3.5054e-03 1.0812e-01 1.0000e+00
1.0873e-01 1.4807e-02 5.0197e-04 1.0005e-03 5.5734e-04 4.0172e-06 7.6536e-06 2.9248e-06 5.5723e-06 2.3152e-03 6.2345e-04 3.4246e-03 1.0938e-01 1.0000e+00
1.0998e-01 1.2787e-02 5.3528e-04 3.7857e-03 5.5355e-04 6.9638e-06 1.1017e-05 7.0968e-06 1.1228e-05 2.7018e-03 6.1190e-04 3.4828e-03 1.1058e-01 1.0000e+00
1.1123e-01 1.4119e-02 5.1941e-04 5.5984e-03 5.2203e-04 7.0871e-05 2.9244e-05 5.0500e-05 2.0836e-05 1.3474e-04 5.8918e-04 3.3716e-03 1.1184e-01 1.0000e+00
1.1248e-01 1.5738e-02 5.1006e-04 3.4127e-03 5.4663e-04 2.1432e-06 5.5548e-06 2.1789e-06 5.6474e-06 2.9358e-03 6.0972e-04 3.5197e-03 1.1310e-01 1.0000e+00
1.1374e-01 1.1239e-02 5.1894e-04 -9.4262e-05 5.5948e-04 4.1732e-05 2.6890e-05 2.8311e-05 1.8241e-05 6.9921e-04 6.2278e-04 3.3207e-03 1.1426e-01 1.0000e+00
1.1499e-01 1.3028e-02 4.9768e-04 -2.7398e-03 5.2602e-04 1.7689e-04 4.7542e-05 2.0646e-04 5.5516e-05 2.8343e-03 5.8562e-04 3.2333e-03 1.1564e-01 1.0000e+00
1.1624e-01 1.1707e-02 5.1697e-04 -6.5627e-04 5.4877e-04 3.5410e-05 2.7642e-05 2.7497e-05 2.1465e-05 3.0412e-03 6.0789e-04 3.5587e-03 1.1687e-01 1.0000e+00
1.1749e-01 1.2803e-02 5.1184e-04 5.6577e-04 5.7188e-04 9.2370e-06 1.1133e-05 7.7070e-06 9.2888e-06 -1.2366e-03 6.3167e-04 3.1887e-03 1.1807e-01 1.0000e+00
1.1875e-01 1.4548e-02 4.9079e-04 1.5604e-03 5.1061e-04 6.9884e-06 9.0165e-06 1.0697e-05 1.3802e-05 4.2095e-04 5.7257e-04 3.2933e-03 1.1944e-01 1.0000e+00
1.2000e-01 2.0231e-02 4.9340e-04 -1.4444e-03 5.2037e-04 4.5173e-05 2.2511e-05 8.9419e-05 4.4582e-05 7.2437e-04 5.8702e-04 3.4763e-03 1.2058e-01 1.0000e+00
